time,latitude,longitude,number,expver,Star_Event,PM25,PM10,Ratio
2025-10-15 08:00:00,55.99999999999996,-3.900000000000014,0,0001,1.0,4.412081751799497e-08,4.4973611205513766e-08,0.9810379094615769
2025-10-15 08:00:00,55.899999999999956,-3.900000000000014,0,0001,1.0,4.05466606216226e-08,4.148004946931669e-08,0.9774978848956165
2025-10-15 08:00:00,55.899999999999956,-3.800000000000014,0,0001,1.0,4.0300738006017336e-08,4.121687021315048e-08,0.9777728827444825
2025-10-15 09:00:00,55.99999999999996,-4.000000000000014,0,0001,1.0,3.983612684166201e-08,4.066392111923125e-08,0.97964302864099
2025-10-15 09:00:00,55.899999999999956,-4.000000000000014,0,0001,1.0,3.731612530088871e-08,3.823790195589391e-08,0.9758936393511224
2025-10-15 09:00:00,55.899999999999956,-3.900000000000014,0,0001,1.0,3.727848743584156e-08,3.8188295192751925e-08,0.9761757430563949
2025-10-15 10:00:00,55.99999999999996,-4.100000000000014,0,0001,1.0,3.5282955964294946e-08,3.6075350558679416e-08,0.9780350133231394
2025-10-15 10:00:00,55.899999999999956,-4.100000000000014,0,0001,1.0,3.358989160891581e-08,3.449297743725686e-08,0.9738182698207548
2025-10-15 11:00:00,55.199999999999946,-2.400000000000013,0,0001,1.0,1.3980379964806763e-08,1.5005898671797933e-08,0.9316589609578979
2025-10-15 12:00:00,55.199999999999946,-2.2000000000000126,0,0001,1.0,1.291012985404932e-08,1.3891068739724564e-08,0.9293834834414121
2025-10-15 14:00:00,55.59999999999995,-2.3000000000000127,0,0001,1.0,1.5086870123563115e-08,1.574894677632449e-08,0.9579605758934508
2025-10-15 14:00:00,55.39999999999995,-2.2000000000000126,0,0001,1.0,1.3881489735467593e-08,1.4632480375512914e-08,0.948676463540516
2025-10-15 14:00:00,55.29999999999995,-2.2000000000000126,0,0001,1.0,1.3514320107432627e-08,1.431568269483193e-08,0.9440220487920844
2025-10-15 15:00:00,55.59999999999995,-2.800000000000013,0,0001,1.0,1.733034005191301e-08,1.8064867157718733e-08,0.9593394681846927
2025-10-15 15:00:00,55.59999999999995,-2.700000000000013,0,0001,1.0,1.6832886640116714e-08,1.7539031560431702e-08,0.9597386595786702
2025-10-15 15:00:00,55.59999999999995,-2.600000000000013,0,0001,1.0,1.633543322832041e-08,1.7013195963144668e-08,0.9601625270000721
2025-10-15 15:00:00,55.59999999999995,-2.500000000000013,0,0001,1.0,1.5837979816524103e-08,1.6487360365857637e-08,0.9606134314454433
2025-10-15 15:00:00,55.59999999999995,-2.400000000000013,0,0001,1.0,1.5340526404727797e-08,1.5961524768570603e-08,0.9610940450334923
2025-10-15 15:00:00,55.59999999999995,-2.3000000000000127,0,0001,1.0,1.4897390876455899e-08,1.5507230555211652e-08,0.9606738497512827
2025-10-15 15:00:00,55.49999999999995,-2.500000000000013,0,0001,1.0,1.547470551699334e-08,1.616695423367609e-08,0.9571812533964632
2025-10-15 15:00:00,55.49999999999995,-2.400000000000013,0,0001,1.0,1.4969520067964332e-08,1.5632862282455194e-08,0.9575674497410923
2025-10-15 15:00:00,55.49999999999995,-2.3000000000000127,0,0001,1.0,1.4563313388560175e-08,1.5217881413342903e-08,0.9569869151294077
2025-10-15 16:00:00,55.69999999999995,-3.0000000000000133,0,0001,1.0,2.0436044153210713e-08,2.114110675410645e-08,0.9666496835243129
2025-10-15 16:00:00,55.69999999999995,-2.9000000000000132,0,0001,1.0,1.972654667392473e-08,2.0387991165695894e-08,0.9675571523258217
2025-10-15 16:00:00,55.69999999999995,-2.800000000000013,0,0001,1.0,1.9017049194638745e-08,1.9634875577285333e-08,0.9685342349018334
2025-10-15 16:00:00,55.69999999999995,-2.700000000000013,0,0001,1.0,1.8380823233834917e-08,1.897448879498987e-08,0.9687124344919528
2025-10-15 16:00:00,55.69999999999995,-2.600000000000013,0,0001,1.0,1.7744597273031103e-08,1.8314102012694434e-08,0.9689034854524357
2025-10-15 16:00:00,55.69999999999995,-2.500000000000013,0,0001,1.0,1.7108371312227295e-08,1.765371523039899e-08,0.9691088300080521
2025-10-15 16:00:00,55.69999999999995,-2.400000000000013,0,0001,1.0,1.647214535142348e-08,1.6993328448103554e-08,0.9693301345718274
2025-10-15 16:00:00,55.59999999999995,-3.1000000000000134,0,0001,1.0,1.8343489764186826e-08,1.9169410133320213e-08,0.9569146696017644
2025-10-15 16:00:00,55.59999999999995,-3.0000000000000133,0,0001,1.0,1.786899591256951e-08,1.8644346067020426e-08,0.9584136578636878
2025-10-15 16:00:00,55.59999999999995,-2.9000000000000132,0,0001,1.0,1.7394502060952194e-08,1.811928200072065e-08,0.9599995220704867
2025-10-15 16:00:00,55.59999999999995,-2.800000000000013,0,0001,1.0,1.692000820933488e-08,1.7594217934420865e-08,0.9616800401359711
2025-10-15 16:00:00,55.59999999999995,-2.700000000000013,0,0001,1.0,1.6470791545467875e-08,1.7118471381157417e-08,0.962164855653966
2025-10-15 16:00:00,55.59999999999995,-2.600000000000013,0,0001,1.0,1.602157488160088e-08,1.6642724827893977e-08,0.9626773889061712
2025-10-15 16:00:00,55.59999999999995,-2.500000000000013,0,0001,1.0,1.5572358217733883e-08,1.6166978274630536e-08,0.9632200868464245
2025-10-15 16:00:00,55.59999999999995,-2.400000000000013,0,0001,1.0,1.5123141553866885e-08,1.5691231721367102e-08,0.9637956931878945
2025-10-15 16:00:00,55.59999999999995,-2.3000000000000127,0,0001,1.0,1.4707911629348684e-08,1.5265514334098815e-08,0.9634730483004686
2025-10-15 17:00:00,55.59999999999995,-3.3000000000000136,0,0001,1.0,1.899649082481854e-08,1.987227130998784e-08,0.9559295225237221
2025-10-15 17:00:00,55.59999999999995,-3.2000000000000135,0,0001,1.0,1.8453782502092495e-08,1.9267755687243023e-08,0.9577546446839447
2025-10-15 17:00:00,55.59999999999995,-3.1000000000000134,0,0001,1.0,1.796775596825855e-08,1.873170894321301e-08,0.9592160556588586
2025-10-15 17:00:00,55.49999999999995,-3.3000000000000136,0,0001,1.0,1.8766312078384996e-08,1.9674763966174643e-08,0.9538265419930079
2025-10-15 17:00:00,55.39999999999995,-4.600000000000012,0,0001,1.0,2.7610474684356974e-08,2.8698805776271036e-08,0.962077478052626
2025-10-15 17:00:00,55.29999999999995,-4.700000000000012,0,0001,1.0,2.6094108549847692e-08,2.7136978682690476e-08,0.9615701458501721
2025-10-15 17:00:00,55.29999999999995,-4.600000000000012,0,0001,1.0,2.4849766263229827e-08,2.591403243841787e-08,0.9589308928389603
2025-10-15 17:00:00,54.499999999999936,-3.4000000000000137,0,0001,1.0,2.2093130621255776e-08,2.3220543043934044e-08,0.9514476289143985
2025-10-15 17:00:00,54.499999999999936,-3.3000000000000136,0,0001,1.0,2.171458847917922e-08,2.2853828681354053e-08,0.9501510132915141
2025-10-15 17:00:00,54.499999999999936,-3.2000000000000135,0,0001,1.0,2.133604633710266e-08,2.2487114318774055e-08,0.9488121078874763
2025-10-15 17:00:00,54.499999999999936,-3.1000000000000134,0,0001,1.0,2.0531188897147963e-08,2.1672128092121098e-08,0.9473545380442854
2025-10-15 17:00:00,54.499999999999936,-3.0000000000000133,0,0001,1.0,1.9726331457193177e-08,2.0857141865468055e-08,0.9457830600391565
2025-10-15 17:00:00,54.499999999999936,-2.9000000000000132,0,0001,1.0,1.892147401723839e-08,2.004215563881502e-08,0.9440837781238343
2025-10-15 17:00:00,54.499999999999936,-2.800000000000013,0,0001,1.0,1.8116616577283605e-08,1.922716941216198e-08,0.9422404405416065
2025-10-15 18:00:00,55.69999999999995,-3.2000000000000135,0,0001,1.0,2.189821901587902e-08,2.2587245851466544e-08,0.9694948715696214
2025-10-15 18:00:00,55.69999999999995,-3.1000000000000134,0,0001,1.0,2.1086194151862734e-08,2.1732061344923703e-08,0.970280444969762
2025-10-15 18:00:00,55.69999999999995,-3.0000000000000133,0,0001,1.0,2.0274169287846493e-08,2.087687683838091e-08,0.9711303776326173
2025-10-15 18:00:00,55.59999999999995,-3.2000000000000135,0,0001,1.0,1.808958138838086e-08,1.8841037174866063e-08,0.960116007441053
2025-10-15 18:00:00,55.59999999999995,-3.1000000000000134,0,0001,1.0,1.7592022172330273e-08,1.8294007753105805e-08,0.9616275673297255
2025-10-15 18:00:00,54.499999999999936,-3.4000000000000137,0,0001,1.0,2.179569835725229e-08,2.2867586491060175e-08,0.9531263111554459
2025-10-15 18:00:00,54.499999999999936,-3.3000000000000136,0,0001,1.0,2.1478872569425074e-08,2.2553250822454894e-08,0.9523625990112199
2025-10-15 18:00:00,54.499999999999936,-3.2000000000000135,0,0001,1.0,2.1162046781597858e-08,2.2238915153849613e-08,0.9515772975074576
2025-10-15 18:00:00,54.499999999999936,-3.1000000000000134,0,0001,1.0,2.0441351056277667e-08,2.1501755043118845e-08,0.9506829100827033
2025-10-15 18:00:00,54.499999999999936,-3.0000000000000133,0,0001,1.0,1.9720655330957396e-08,2.0764594932387988e-08,0.9497250196871269
2025-10-15 18:00:00,54.399999999999935,-3.4000000000000137,0,0001,1.0,2.202583360144614e-08,2.311316738001733e-08,0.9529560894578538
2025-10-15 18:00:00,54.399999999999935,-3.3000000000000136,0,0001,1.0,2.1705687913708478e-08,2.2795218601600734e-08,0.9522035429036971
2025-10-15 18:00:00,54.399999999999935,-3.2000000000000135,0,0001,1.0,2.1385542225970814e-08,2.247726982318414e-08,0.9514297062854464
2025-10-15 18:00:00,54.399999999999935,-3.1000000000000134,0,0001,1.0,2.0696146130205606e-08,2.1777944336775893e-08,0.9503259724682334
2025-10-15 18:00:00,54.399999999999935,-3.0000000000000133,0,0001,1.0,2.000675003444032e-08,2.1078618850367567e-08,0.9491490014817288
2025-10-15 18:00:00,54.399999999999935,-2.9000000000000132,0,0001,1.0,1.931735393867504e-08,2.0379293363959242e-08,0.9478912538173556
2025-10-15 18:00:00,54.399999999999935,-2.800000000000013,0,0001,1.0,1.862795784290976e-08,1.9679967877550923e-08,0.9465441183041158
2025-10-15 18:00:00,54.399999999999935,-2.700000000000013,0,0001,1.0,1.76945508245656e-08,1.870671795245514e-08,0.9458928535480111
2025-10-15 19:00:00,54.499999999999936,-2.9000000000000132,0,0001,1.0,1.907844519403586e-08,2.0012714004499254e-08,0.9533162363558809
2025-10-15 19:00:00,54.499999999999936,-2.800000000000013,0,0001,1.0,1.84419111833501e-08,1.9353380009690586e-08,0.9529038945195053
2025-10-15 22:00:00,54.99999999999994,-4.2000000000000135,0,0001,1.0,2.155295260782442e-08,2.2554166978494242e-08,0.9556084526808507
2025-10-15 22:00:00,54.99999999999994,-4.100000000000014,0,0001,1.0,2.1899974426512657e-08,2.291173761825839e-08,0.9558408354441237
2025-10-15 23:00:00,54.99999999999994,-3.1000000000000134,0,0001,1.0,1.906853426085122e-08,1.9596508480750618e-08,0.9730577403409378
2025-10-15 23:00:00,54.89999999999994,-4.000000000000014,0,0001,1.0,2.245474702474324e-08,2.344976479662342e-08,0.9575681129209681
2025-10-15 23:00:00,54.89999999999994,-3.900000000000014,0,0001,1.0,2.2342353818890134e-08,2.3295138410854114e-08,0.959099423443647
2025-10-15 23:00:00,54.89999999999994,-3.800000000000014,0,0001,1.0,2.222996061303689e-08,2.314051202508466e-08,0.960651198596612
2025-10-15 23:00:00,54.89999999999994,-3.1000000000000134,0,0001,1.0,2.0127780160177635e-08,2.0677518729658857e-08,0.9734137070956824
2025-10-16 00:00:00,54.79999999999994,-3.3000000000000136,0,0001,1.0,2.2645950892296466e-08,2.3270970928023668e-08,0.9731416433950965
2025-10-16 00:00:00,54.79999999999994,-3.2000000000000135,0,0001,1.0,2.2716045933179193e-08,2.3288585282443154e-08,0.9754154517193628
2025-10-16 02:00:00,53.99999999999993,-2.800000000000013,0,0001,1.0,2.2760644924346525e-08,2.3455634767799286e-08,0.9703700262076528
2025-10-16 03:00:00,55.099999999999945,-6.600000000000005,0,0001,1.0,1.2528683597524673e-08,1.3052285391391664e-08,0.959884282471151
2025-10-16 03:00:00,55.099999999999945,-6.500000000000005,0,0001,1.0,1.3247294892994077e-08,1.3795887668367507e-08,0.9602350505773329
2025-10-16 03:00:00,54.99999999999994,-6.700000000000005,0,0001,1.0,1.3342468865863391e-08,1.3811986249169174e-08,0.9660065268792151
2025-10-16 03:00:00,54.99999999999994,-6.600000000000005,0,0001,1.0,1.4137389967029414e-08,1.4637007550445383e-08,0.9658661388474337
2025-10-16 04:00:00,55.099999999999945,-6.600000000000005,0,0001,1.0,1.1403415961509445e-08,1.186954601273374e-08,0.9607289065037342
2025-10-16 04:00:00,55.099999999999945,-6.500000000000005,0,0001,1.0,1.2045058700450567e-08,1.2533052188661636e-08,0.961063475930265
2025-10-16 04:00:00,54.99999999999994,-6.600000000000005,0,0001,1.0,1.2922563445243776e-08,1.3367139543401268e-08,0.9667411193910249
2025-10-16 04:00:00,54.99999999999994,-6.500000000000005,0,0001,1.0,1.3633607113632637e-08,1.4104705625684876e-08,0.9665999047017073
2025-10-16 04:00:00,54.99999999999994,-6.400000000000006,0,0001,1.0,1.4344650782021494e-08,1.4842271707968486e-08,0.9664727249481742
2025-10-16 05:00:00,54.99999999999994,-6.500000000000005,0,0001,1.0,1.2334903159069834e-08,1.2747382399648158e-08,0.9676420438607295
