time,latitude,longitude,number,expver,Axis_Type,PM25_Center,PM10_Center,PM25_In_Step1,PM10_In_Step1,PM25_Out_Step1,PM10_Out_Step1,PM25_In_Step2,PM10_In_Step2,PM25_Out_Step2,PM10_Out_Step2,PM25_In_Step3,PM10_In_Step3,PM25_Out_Step3,PM10_Out_Step3
2025-01-03 21:00:00,51.7999999999999,-4.2000000000000135,0,0001,1.0,6.910047811725012e-09,8.756335878600581e-09,6.910047811725011e-09,8.756335878600581e-09,6.910047811725012e-09,8.756335878600581e-09,6.910047811724938e-09,8.756335878600515e-09,6.910047811724991e-09,8.756335878600552e-09,6.520686077898484e-09,8.487773484055474e-09,6.910598107644986e-09,8.728720995997775e-09
2025-01-03 22:00:00,51.699999999999896,-4.2000000000000135,0,0001,1.0,6.768522982831832e-09,8.503291034262945e-09,6.768522982831751e-09,8.503291034262868e-09,6.768522982831832e-09,8.503291034262946e-09,6.708486703642962e-09,8.447164893490834e-09,6.7685229828318244e-09,8.503291034262928e-09,6.648450424454172e-09,8.391038752718798e-09,6.835897718252246e-09,8.550700231201605e-09
2025-01-03 22:00:00,51.699999999999896,-4.100000000000014,0,0001,1.0,6.8964683038364535e-09,8.633264547696387e-09,6.896468303836382e-09,8.633264547696325e-09,6.8964683038364535e-09,8.633264547696387e-09,6.8432027186067865e-09,8.586987805998403e-09,7.00142743087424e-09,8.762875943386542e-09,6.789937133377191e-09,8.540711064300482e-09,7.10638655791204e-09,8.892487339076706e-09
2025-01-04 00:00:00,51.49999999999989,-3.3000000000000136,0,0001,1.0,2.0338716266718853e-08,2.2101637187075007e-08,2.0338716266718856e-08,2.210163718707501e-08,2.0338716266718853e-08,2.2101637187075007e-08,1.863349136099759e-08,2.0446925041994613e-08,1.887241135589508e-08,2.062306231342768e-08,1.6928266455274726e-08,1.8792212896912774e-08,1.7406106445071316e-08,1.9144487439780356e-08
2025-01-04 00:00:00,51.49999999999989,-3.2000000000000135,0,0001,1.0,2.417822209110616e-08,2.5953928783903107e-08,2.417822209110616e-08,2.5953928783903104e-08,2.2711917180282375e-08,2.4475353910255767e-08,2.1820059981081723e-08,2.36560007138566e-08,2.12456122694583e-08,2.299677903660814e-08,1.9461897871054824e-08,2.1358072643807848e-08,1.9779307358634223e-08,2.1518204162960507e-08
2025-01-04 00:00:00,50.299999999999876,1.6999999999999889,0,0001,1.0,8.78678008131563e-09,9.843840409473414e-09,8.78678008131563e-09,9.843840409473412e-09,8.786780081315557e-09,9.843840409473346e-09,8.473876003667703e-09,9.499520059464173e-09,8.363343739770055e-09,9.44664613200514e-09,8.160971926019708e-09,9.155199709454874e-09,7.939907398224553e-09,9.04945185453693e-09
2025-01-04 01:00:00,51.49999999999989,-3.3000000000000136,0,0001,1.0,1.942618093932433e-08,2.1150606377415662e-08,1.942618093932433e-08,2.1150606377415662e-08,1.942618093932433e-08,2.115060637741566e-08,1.7793246308063946e-08,1.9562867710024788e-08,1.8042563518457476e-08,1.9754672832733554e-08,1.6160311676802013e-08,1.7975129042632504e-08,1.665894609759063e-08,1.8358739288051453e-08
2025-01-04 01:00:00,51.49999999999989,-3.2000000000000135,0,0001,1.0,2.3025787249106248e-08,2.4766420210946594e-08,2.302578724910625e-08,2.4766420210946594e-08,2.1642169828239384e-08,2.3370486666264482e-08,2.0785162327397182e-08,2.2580187405048827e-08,2.0258552407372246e-08,2.197455312158209e-08,1.8544537405685755e-08,2.0393954599148893e-08,1.887493498650511e-08,2.05786195768997e-08
2025-01-04 01:00:00,50.59999999999988,1.799999999999989,0,0001,1.0,8.135634018321457e-09,9.235274212038715e-09,8.135634018321455e-09,9.235274212038715e-09,8.135634018321457e-09,9.235274212038715e-09,8.135634018321167e-09,9.235274212038387e-09,8.13563401832146e-09,9.235274212038718e-09,8.132522393936843e-09,9.272049572572644e-09,8.035686475024098e-09,9.150719922542631e-09
2025-01-04 01:00:00,50.49999999999988,1.6999999999999889,0,0001,1.0,8.184297415707663e-09,9.317127634227504e-09,8.184297415707211e-09,9.317127634227008e-09,8.184297415707628e-09,9.317127634227474e-09,7.896051008640075e-09,9.000448391213092e-09,7.978451663226844e-09,9.139099740874028e-09,7.60780460157294e-09,8.683769148199177e-09,7.77260591074606e-09,8.961071847520581e-09
2025-01-04 01:00:00,50.49999999999988,1.799999999999989,0,0001,1.0,8.471610274396936e-09,9.566524109920489e-09,8.471610274396647e-09,9.566524109920163e-09,8.471610274396938e-09,9.566524109920487e-09,8.28554318904622e-09,9.35822322412084e-09,8.471610274396905e-09,9.566524109920461e-09,8.099476103695793e-09,9.149922338321518e-09,8.268794680216517e-09,9.394935116906041e-09
2025-01-04 02:00:00,51.49999999999989,-3.4000000000000137,0,0001,1.0,1.5153938816753278e-08,1.682023949752254e-08,1.5153938816753278e-08,1.6820239497522537e-08,1.5153938816753278e-08,1.682023949752254e-08,1.4155737836547965e-08,1.5853246659868863e-08,1.515393881675356e-08,1.682023949752282e-08,1.3157536856341921e-08,1.4886253822214518e-08,1.5288807016695063e-08,1.692911596092349e-08
2025-01-04 02:00:00,51.49999999999989,-3.3000000000000136,0,0001,1.0,1.851364561192981e-08,2.0199575567756314e-08,1.8513645611929806e-08,2.0199575567756314e-08,1.851364561192981e-08,2.0199575567756314e-08,1.69530012551303e-08,1.8678810378054962e-08,1.7212715681019875e-08,1.8886283352039435e-08,1.5392356898329303e-08,1.7158045188352227e-08,1.5911785750109943e-08,1.7572991136322556e-08
2025-01-04 02:00:00,51.49999999999989,-3.2000000000000135,0,0001,1.0,2.1873352407106345e-08,2.357891163799009e-08,2.187335240710634e-08,2.357891163799009e-08,2.0572422476196397e-08,2.2265619422273205e-08,1.9750264673712642e-08,2.1504374096241053e-08,1.9271492545286197e-08,2.095232720655605e-08,1.762717694031669e-08,1.942983655448994e-08,1.7970562614375997e-08,1.96390349908389e-08
2025-01-04 04:00:00,52.49999999999991,-7.3000000000000025,0,0001,1.0,7.118988398780036e-09,8.065089596165571e-09,7.1189883987794805e-09,8.06508959616508e-09,7.118988398780038e-09,8.06508959616557e-09,6.657685046780645e-09,7.657611230301065e-09,7.512769156781494e-09,8.492687016600289e-09,6.196381694781809e-09,7.25013286443705e-09,7.906549914782966e-09,8.920284437035028e-09
2025-01-04 04:00:00,50.899999999999885,0.19999999999998833,0,0001,1.0,7.746516502330955e-09,8.986724327656954e-09,7.746516502332629e-09,8.9867243276588e-09,7.746516502330955e-09,8.986724327656952e-09,8.86991080584019e-09,1.0224982120256912e-08,7.746516502330945e-09,8.986724327656947e-09,9.993305109347752e-09,1.1463239912855024e-08,7.654178610368983e-09,8.919956921238757e-09
2025-01-04 05:00:00,52.49999999999991,-7.3000000000000025,0,0001,1.0,6.852349049291267e-09,7.871125390357625e-09,6.852349049290759e-09,7.87112539035718e-09,6.852349049291267e-09,7.871125390357625e-09,6.431281695274417e-09,7.504736688571807e-09,7.198671960612433e-09,8.246836903184864e-09,6.010214341258076e-09,7.1383479867864325e-09,7.544994871933615e-09,8.622548416012118e-09
2025-01-04 07:00:00,50.899999999999885,0.19999999999998833,0,0001,1.0,7.059150227321851e-09,8.395513802676864e-09,7.059150227323538e-09,8.395513802678727e-09,7.059150227321851e-09,8.395513802676866e-09,8.189098087139837e-09,9.642748719876078e-09,7.059150227321843e-09,8.39551380267686e-09,9.319045946956139e-09,1.088998363707343e-08,6.9191991060284985e-09,8.282370361302013e-09
2025-01-04 07:00:00,50.899999999999885,0.29999999999998833,0,0001,1.0,7.027207473324523e-09,8.369391337374977e-09,7.02720747332616e-09,8.369391337376786e-09,7.027207473324522e-09,8.369391337374977e-09,8.124893621321918e-09,9.580902858110954e-09,6.937128606505369e-09,8.281343580789526e-09,9.222579769317673e-09,1.0792414378845119e-08,6.8470497396861895e-09,8.193295824204053e-09
2025-01-04 08:00:00,50.999999999999886,0.6999999999999883,0,0001,1.0,6.9894836955211976e-09,8.379358799417778e-09,6.989483695521198e-09,8.379358799417778e-09,6.989483695521198e-09,8.37935879941778e-09,6.989483695521984e-09,8.37935879941873e-09,7.244672584059925e-09,8.621165281662287e-09,7.523948140445431e-09,9.029873432320026e-09,7.499861472598654e-09,8.862971763906797e-09
