time,latitude,longitude,number,expver,Axis_Type,PM25_Center,PM10_Center,PM25_In_Step1,PM10_In_Step1,PM25_Out_Step1,PM10_Out_Step1,PM25_In_Step2,PM10_In_Step2,PM25_Out_Step2,PM10_Out_Step2,PM25_In_Step3,PM10_In_Step3,PM25_Out_Step3,PM10_Out_Step3
2025-04-17 17:00:00,50.0,1.6999999999999889,0,0001,1.0,6.846731293030962e-09,9.954294721836748e-09,6.919006511248633e-09,1.0028761816364498e-08,6.846731293031007e-09,9.954294721836806e-09,6.991281729466327e-09,1.0103228910892278e-08,7.10360809064175e-09,1.028860787307318e-08,7.063556947684022e-09,1.017769600542005e-08,7.360484888252495e-09,1.0622921024309551e-08
2025-04-17 18:00:00,56.89999999999997,-2.700000000000013,0,0001,1.0,5.152672344355195e-09,6.113377248873138e-09,5.152672344355129e-09,6.113377248873084e-09,5.15267234435521e-09,6.11337724887315e-09,4.9973966353977805e-09,5.9900599758133864e-09,5.233722569914007e-09,6.189052575988959e-09,4.842120926440434e-09,5.866742702753689e-09,5.314772795472803e-09,6.264727903104768e-09
2025-04-17 18:00:00,56.89999999999997,-2.600000000000013,0,0001,1.0,5.485472631683345e-09,6.366434490701106e-09,5.485472631683274e-09,6.366434490701048e-09,5.485472631683346e-09,6.366434490701105e-09,5.316045104120058e-09,6.232832416852555e-09,5.485472631683361e-09,6.366434490701119e-09,5.146617576556843e-09,6.099230343004061e-09,5.781072207750082e-09,6.996008827808727e-09
2025-04-17 18:00:00,53.699999999999925,-0.2000000000000117,0,0001,1.0,3.0986607724159237e-09,4.023946509334981e-09,3.098660772415967e-09,4.023946509335059e-09,3.098660772415924e-09,4.023946509334981e-09,3.142089144425626e-09,4.101286421587287e-09,3.0986607724159188e-09,4.023946509334974e-09,3.1855175164352847e-09,4.178626333839516e-09,3.3926415288208685e-09,4.46047931923462e-09
2025-04-17 18:00:00,53.39999999999992,-2.400000000000013,0,0001,1.0,5.0895323511213296e-09,6.299041732660311e-09,5.0895323511213296e-09,6.299041732660311e-09,5.062431585045628e-09,6.268385088770188e-09,5.089532351121301e-09,6.2990417326603024e-09,5.035330818969922e-09,6.237728444880061e-09,4.896172467461371e-09,6.133811791819897e-09,5.008230052894216e-09,6.207071800989932e-09
2025-04-17 18:00:00,53.39999999999992,-2.3000000000000127,0,0001,1.0,5.09960440542305e-09,6.297927179765924e-09,5.0996044054230505e-09,6.2979271797659234e-09,5.0996044054230455e-09,6.297927179765917e-09,5.099604405423029e-09,6.2979271797659185e-09,5.072503639347339e-09,6.267270535875789e-09,4.930091668242815e-09,6.158987819748969e-09,5.045402873271633e-09,6.236613891985661e-09
2025-04-17 18:00:00,53.39999999999992,-2.2000000000000126,0,0001,1.0,5.10967645972476e-09,6.296812626871523e-09,5.109676459724761e-09,6.296812626871523e-09,5.109676459724761e-09,6.296812626871523e-09,5.109676459724747e-09,6.296812626871523e-09,5.109676459724756e-09,6.296812626871518e-09,4.9640108690242566e-09,6.184163847678036e-09,5.058379715094986e-09,6.244615879946833e-09
2025-04-17 18:00:00,53.39999999999992,-2.1000000000000125,0,0001,1.0,5.119748514026472e-09,6.295698073977123e-09,5.119748514026471e-09,6.295698073977124e-09,5.119748514026471e-09,6.295698073977123e-09,5.119748514026465e-09,6.2956980739771265e-09,5.095552535472407e-09,6.274157970942568e-09,4.997930069805698e-09,6.209339875607103e-09,5.071356556918333e-09,6.252617867908e-09
2025-04-17 18:00:00,53.29999999999992,-2.500000000000013,0,0001,1.0,5.048690632225582e-09,6.263032759079588e-09,5.048690632225552e-09,6.263032759079585e-09,5.048690632225582e-09,6.263032759079587e-09,5.021138782534942e-09,6.261199114732115e-09,5.020263593724664e-09,6.229816190694861e-09,4.993586932844331e-09,6.259365470384647e-09,4.9918365552237425e-09,6.196599622310132e-09
2025-04-17 18:00:00,53.29999999999992,-2.400000000000013,0,0001,1.0,5.123811819274258e-09,6.3491829571660574e-09,5.12381181927423e-09,6.349182957166048e-09,5.095384780773342e-09,6.315966388781332e-09,5.096388977499081e-09,6.340796776527242e-09,5.066957742272418e-09,6.282749820396597e-09,5.068966135723932e-09,6.3324105958884345e-09,5.038530703771494e-09,6.249533252011864e-09
2025-04-17 18:00:00,53.29999999999992,-2.3000000000000127,0,0001,1.0,5.1420789293211e-09,6.368900018483075e-09,5.142078929321079e-09,6.36890001848307e-09,5.142078929321095e-09,6.368900018483068e-09,5.122176655048012e-09,6.364451632379152e-09,5.1136518908201715e-09,6.335683450098334e-09,5.102274380774946e-09,6.360003246275234e-09,5.085224852319248e-09,6.302466881713601e-09
2025-04-17 18:00:00,52.69999999999991,0.39999999999998836,0,0001,1.0,2.599166659678244e-09,3.3738045690514773e-09,2.5991666596782435e-09,3.3738045690514773e-09,2.6656246376878756e-09,3.4578137020349214e-09,2.782568842007962e-09,3.628934486243861e-09,2.732082615697519e-09,3.5418228350183808e-09,2.965971024338125e-09,3.884064403436841e-09,2.798540593707163e-09,3.6258319680018397e-09
2025-04-17 18:00:00,52.69999999999991,0.49999999999998834,0,0001,1.0,2.6396968499932644e-09,3.4236747326057676e-09,2.6396968499932644e-09,3.4236747326057676e-09,2.639696849993276e-09,3.4236747326057825e-09,2.879032207081408e-09,3.777526069725757e-09,2.70615482800292e-09,3.5076838655892415e-09,3.118367564170049e-09,4.131377406846439e-09,2.772612806012563e-09,3.5916929985727004e-09
2025-04-17 18:00:00,52.59999999999991,0.49999999999998834,0,0001,1.0,2.7878644948133266e-09,3.6464634645130527e-09,2.7878644948133266e-09,3.6464634645130527e-09,2.7878644948133394e-09,3.646463464513069e-09,2.7878644948135516e-09,3.646463464513343e-09,2.859884384865024e-09,3.735501352686568e-09,3.2130098859274354e-09,4.24042623237155e-09,2.9319042749167078e-09,3.824539240860066e-09
2025-04-17 18:00:00,52.59999999999991,0.5999999999999883,0,0001,1.0,2.8456004219636515e-09,3.7237855021746167e-09,2.8456004219636515e-09,3.723785502174617e-09,2.8456004219636515e-09,3.7237855021746167e-09,2.8456004219638637e-09,3.72378550217489e-09,2.8456004219636635e-09,3.723785502174631e-09,3.31658228658333e-09,4.402574638184866e-09,2.98901137174588e-09,3.904643219865579e-09
2025-04-17 18:00:00,50.299999999999876,1.6999999999999889,0,0001,1.0,6.605986702101766e-09,9.454104332728944e-09,6.605986702101767e-09,9.454104332728946e-09,6.605986702101889e-09,9.45410433272913e-09,7.036869809073261e-09,9.958795094132989e-09,7.325169887328766e-09,1.0538257030900704e-08,7.467752916045537e-09,1.0463485855537939e-08,8.04435307255564e-09,1.1622409729072275e-08
2025-04-17 18:00:00,50.199999999999875,1.6999999999999889,0,0001,1.0,6.616769909761902e-09,9.472025941370519e-09,6.616769909761901e-09,9.472025941370516e-09,6.616769909761998e-09,9.472025941370661e-09,6.61676990976201e-09,9.472025941370633e-09,7.180957106722578e-09,1.0307078995852319e-08,7.113867800389597e-09,1.0047074450180612e-08,7.745144303683158e-09,1.1142132050333977e-08
2025-04-17 18:00:00,50.0,1.6999999999999889,0,0001,1.0,6.638336325082206e-09,9.507869158653691e-09,6.7045511087382734e-09,9.5782269060596e-09,6.638336325082249e-09,9.507869158653747e-09,6.770765892394367e-09,9.64858465346553e-09,6.892531545510464e-09,9.844722925755952e-09,6.836980676050459e-09,9.718942400871465e-09,7.146726765938678e-09,1.0181576692858158e-08
2025-04-17 19:00:00,53.99999999999993,-0.5000000000000117,0,0001,1.0,4.327877019723678e-09,5.383372710572951e-09,4.197792969710513e-09,5.2355653701319475e-09,4.327877019723678e-09,5.3833727105729504e-09,4.067708919697228e-09,5.087758029690807e-09,4.224864291746339e-09,5.280831790373641e-09,3.937624869683943e-09,4.939950689249667e-09,4.121851563768973e-09,5.178290870174303e-09
2025-04-17 19:00:00,53.99999999999993,-0.4000000000000117,0,0001,1.0,4.228268624117852e-09,5.304383080920987e-09,4.09508961925673e-09,5.15194453765135e-09,4.125255896140514e-09,5.201842160721677e-09,3.961910614395485e-09,4.9995059943815715e-09,4.022243168163157e-09,5.099301240522348e-09,3.828731609534241e-09,4.847067451111793e-09,3.9192304401858e-09,4.99676032032302e-09
2025-04-17 19:00:00,53.39999999999992,-0.8000000000000116,0,0001,1.0,4.557279442707551e-09,5.838004968339662e-09,4.557279442707551e-09,5.838004968339663e-09,4.560375845471384e-09,5.833758485544646e-09,4.557279442707431e-09,5.838004968339454e-09,4.563472248235217e-09,5.829512002749628e-09,4.579894038088812e-09,5.846009768865383e-09,4.56656865099905e-09,5.82526551995461e-09
2025-04-17 20:00:00,54.19999999999993,-0.5000000000000117,0,0001,1.0,4.524826291430052e-09,5.63400178362406e-09,4.524826291430052e-09,5.63400178362406e-09,4.524826291430052e-09,5.63400178362406e-09,4.524826291429919e-09,5.6340017836239075e-09,4.589228922805966e-09,5.810467810600044e-09,4.85146604371263e-09,6.2471083121326206e-09,4.653631554181897e-09,5.986933837576065e-09
2025-04-17 21:00:00,55.99999999999996,-5.10000000000001,0,0001,1.0,6.109658778896548e-09,7.956573289113896e-09,5.794407405279638e-09,7.640829316479852e-09,6.109658778896568e-09,7.956573289113914e-09,5.47915603166255e-09,7.32508534384563e-09,6.227637017186427e-09,8.075092150505619e-09,5.16390465804546e-09,7.009341371211408e-09,6.3456152554762855e-09,8.193611011897324e-09
2025-04-17 21:00:00,54.29999999999993,-0.6000000000000116,0,0001,1.0,4.964188393685865e-09,6.12361267249299e-09,4.964188393685866e-09,6.12361267249299e-09,4.964188393685865e-09,6.123612672492991e-09,5.365885069607893e-09,6.763907517414875e-09,4.96418839368588e-09,6.123612672493008e-09,5.767581745530119e-09,7.404202362337141e-09,5.209409889572732e-09,6.561455059839097e-09
2025-04-17 22:00:00,57.199999999999974,-5.9000000000000075,0,0001,1.0,4.1559141313504124e-09,6.436519835636108e-09,4.2455367612696435e-09,6.577018994239732e-09,4.155914131350415e-09,6.436519835636113e-09,4.335159391188907e-09,6.7175181528434065e-09,4.176772853507331e-09,6.477092751033862e-09,4.42478202110817e-09,6.858017311447079e-09,4.197631575664248e-09,6.5176656664316105e-09
2025-04-17 23:00:00,57.299999999999976,-6.300000000000006,0,0001,1.0,4.631664228075576e-09,7.304584585347276e-09,4.631664228075602e-09,7.304584585347325e-09,4.631664228075569e-09,7.304584585347268e-09,4.704727158781126e-09,7.440954570096298e-09,4.577732202563393e-09,7.232606287025662e-09,4.777790089486651e-09,7.577324554845272e-09,4.523800177051218e-09,7.160627988704055e-09
2025-04-17 23:00:00,57.299999999999976,-6.200000000000006,0,0001,1.0,4.531017246585798e-09,7.110996125270132e-09,4.531017246585831e-09,7.110996125270189e-09,4.531017246585798e-09,7.1109961252701315e-09,4.623738512436264e-09,7.273213429674138e-09,4.531017246585791e-09,7.110996125270124e-09,4.7164597782866975e-09,7.435430734078086e-09,4.468028555355327e-09,7.030124232754113e-09
2025-04-17 23:00:00,55.99999999999996,-4.400000000000013,0,0001,1.0,1.1860014526021194e-08,1.3535882562957105e-08,1.051630141070892e-08,1.2188009490543821e-08,1.1742278038794952e-08,1.3411384984044355e-08,9.172588295395885e-09,1.0840136418129773e-08,1.1624541551568689e-08,1.3286887405131578e-08,7.828875180082848e-09,9.492263345715724e-09,1.1506805064342428e-08,1.3162389826218804e-08
2025-04-17 23:00:00,55.899999999999956,-4.400000000000013,0,0001,1.0,1.123345919988071e-08,1.291996691114338e-08,1.123345919988071e-08,1.291996691114338e-08,1.1071631232187786e-08,1.2752997181434301e-08,9.889746084568434e-09,1.1572093838730096e-08,1.0909803264494832e-08,1.2586027451725188e-08,8.546032969255301e-09,1.0224220766315965e-08,1.0747975296801878e-08,1.2419057722016077e-08
2025-04-18 00:00:00,56.09999999999996,-4.100000000000014,0,0001,1.0,1.17667523641409e-08,1.3357744022003607e-08,1.1766752364139797e-08,1.3357744022002509e-08,1.1766752364140899e-08,1.3357744022003607e-08,9.828829659886048e-09,1.1421525891730722e-08,1.1826538769134264e-08,1.3413355759440883e-08,7.8909069556323e-09,9.485307761458936e-09,1.1886325174127626e-08,1.3468967496878155e-08
2025-04-18 00:00:00,55.99999999999996,-4.2000000000000135,0,0001,1.0,1.3727413872287956e-08,1.535580818057196e-08,1.1947592706840466e-08,1.3575129798049367e-08,1.3727413872287956e-08,1.535580818057196e-08,1.0167771541391963e-08,1.1794451415525761e-08,1.3727413872287931e-08,1.5355808180571933e-08,8.38795037594346e-09,1.0013773033002157e-08,1.3654249730875838e-08,1.526845316845908e-08
2025-04-18 00:00:00,55.99999999999996,-4.100000000000014,0,0001,1.0,1.430980045569098e-08,1.591954967849943e-08,1.2371877751438333e-08,1.3983331548228744e-08,1.430980045569098e-08,1.591954967849943e-08,1.0433955047184584e-08,1.2047113417956958e-08,1.4367691480997765e-08,1.5971341804642737e-08,8.496032342930833e-09,1.0110895287685172e-08,1.4425582506304536e-08,1.602313393078603e-08
2025-04-18 01:00:00,56.09999999999996,-4.000000000000014,0,0001,1.0,1.1549983932232832e-08,1.309521161877933e-08,1.1549983932231735e-08,1.3095211618778238e-08,1.1604955165238209e-08,1.3147233625851793e-08,9.620352995713371e-09,1.1170555184551441e-08,1.1659926398243596e-08,1.3199255632924267e-08,7.690722059195007e-09,9.245898750324647e-09,1.1714897631248984e-08,1.325127763999674e-08
2025-04-18 01:00:00,56.09999999999996,-3.900000000000014,0,0001,1.0,1.210879086814219e-08,1.3634458173596061e-08,1.210879086814097e-08,1.3634458173594842e-08,1.2108790868142201e-08,1.3634458173596068e-08,9.958930078749923e-09,1.149081648813933e-08,1.2163762101147592e-08,1.3686480180668543e-08,7.809069289358874e-09,9.34717480268382e-09,1.2218733334152978e-08,1.3738502187741015e-08
2025-04-18 01:00:00,55.99999999999996,-3.900000000000014,0,0001,1.0,1.4648376622793366e-08,1.618768308286777e-08,1.249851583340354e-08,1.404404139741348e-08,1.4648376622793376e-08,1.6187683082867778e-08,1.0348655044012495e-08,1.190039971195797e-08,1.4701648620717376e-08,1.623654971583007e-08,8.198794254621444e-09,9.756758026502458e-09,1.4754920618641375e-08,1.628541634879235e-08
2025-04-18 02:00:00,57.299999999999976,-5.000000000000011,0,0001,1.0,3.4352291890711426e-09,4.8748594050351415e-09,3.4352291890711844e-09,4.874859405035196e-09,3.4352291890711426e-09,4.8748594050351415e-09,3.55474745703889e-09,5.031460229935441e-09,3.4352291890711616e-09,4.874859405035158e-09,3.6742657250065954e-09,5.1880610548356866e-09,3.6686389181157603e-09,5.1130804220218855e-09
2025-04-18 02:00:00,56.09999999999996,-3.800000000000014,0,0001,1.0,1.1871949756604559e-08,1.3359951515450829e-08,1.1871949756603325e-08,1.3359951515449603e-08,1.1871949756604559e-08,1.3359951515450833e-08,9.707030031632278e-09,1.1202045642940343e-08,1.1871949756604569e-08,1.3359951515450842e-08,7.542110306661232e-09,9.044139770431079e-09,1.1325942263913516e-08,1.2819457236487928e-08
2025-04-18 02:00:00,56.09999999999996,-3.700000000000014,0,0001,1.0,1.238420819597517e-08,1.3858132160335738e-08,1.2384208195973821e-08,1.3858132160334397e-08,1.2384208195975168e-08,1.3858132160335737e-08,1.0018447423506107e-08,1.1500050846787306e-08,1.1788044642266716e-08,1.3269205604665164e-08,7.652686651038394e-09,9.141969533240217e-09,1.1191881088558145e-08,1.2680279048994473e-08
2025-04-18 02:00:00,55.99999999999996,-3.800000000000014,0,0001,1.0,1.4297202014881545e-08,1.5798968873898643e-08,1.213228228991173e-08,1.3641063001390606e-08,1.4297202014881549e-08,1.5798968873898646e-08,9.96736256494068e-09,1.1483157128881345e-08,1.4297202014881559e-08,1.5798968873898653e-08,7.80244283996963e-09,9.325251256372084e-09,1.3549523096104149e-08,1.505738722595761e-08
2025-04-18 02:00:00,55.99999999999996,-3.700000000000014,0,0001,1.0,1.4888006457286957e-08,1.637318850870273e-08,1.2522245684820589e-08,1.4015107195156981e-08,1.4888006457286957e-08,1.637318850870273e-08,1.0156484912352873e-08,1.1657025881609892e-08,1.4091674567968344e-08,1.5585665720980433e-08,7.79072413988516e-09,9.298944568062801e-09,1.3295342678649571e-08,1.4798142933257983e-08
2025-04-18 03:00:00,57.299999999999976,-4.900000000000011,0,0001,1.0,3.43058547888622e-09,4.764722283390131e-09,3.4305854788862687e-09,4.764722283390198e-09,3.4305854788862195e-09,4.764722283390132e-09,3.5675537819051703e-09,4.948159368356461e-09,3.5359634942277047e-09,4.886649446200688e-09,3.7045220849240723e-09,5.131596453322724e-09,3.6413415095692276e-09,5.00857660901128e-09
2025-04-18 03:00:00,56.09999999999996,-3.600000000000014,0,0001,1.0,1.2007721594821205e-08,1.3460427772394975e-08,1.2007721594819885e-08,1.3460427772393658e-08,1.1475440944709425e-08,1.2936837462397387e-08,9.685068302900275e-09,1.1144511702365534e-08,1.0943160294597532e-08,1.2413247152399686e-08,7.362415010980662e-09,8.828595632337404e-09,1.0410879644485642e-08,1.1889656842401989e-08
2025-04-18 03:00:00,56.09999999999996,-3.5000000000000138,0,0001,1.0,1.1408870237429468e-08,1.2870361887352853e-08,1.1408870237428286e-08,1.2870361887351669e-08,1.1408870237429362e-08,1.2870361887352746e-08,9.325039504459728e-09,1.0788958133139965e-08,1.0876589587317475e-08,1.2346771577355049e-08,7.241208771491169e-09,8.70755437892826e-09,1.0344308937205579e-08,1.1823181267357348e-08
2025-04-18 03:00:00,55.99999999999996,-3.600000000000014,0,0001,1.0,1.4375785561958326e-08,1.5844815126618562e-08,1.2053132270040034e-08,1.3528899056591753e-08,1.3662619369191323e-08,1.5141517040183633e-08,9.730478978120422e-09,1.1212982986563623e-08,1.294945317642417e-08,1.4438218953748559e-08,7.407825686200812e-09,8.897066916535498e-09,1.2236286983657019e-08,1.3734920867313485e-08
2025-04-18 03:00:00,55.99999999999996,-3.5000000000000138,0,0001,1.0,1.3486575523024118e-08,1.496588553084777e-08,1.1402744790056742e-08,1.288448177663725e-08,1.3486575523023974e-08,1.4965885530847628e-08,9.318914057088186e-09,1.0803078022425544e-08,1.2773409330256822e-08,1.4262587444412554e-08,7.235083324119627e-09,8.721674268213842e-09,1.2060243137489673e-08,1.355928935797748e-08
2025-04-18 04:00:00,57.299999999999976,-4.800000000000011,0,0001,1.0,3.3945773229385092e-09,4.638109896148903e-09,3.394577322938562e-09,4.638109896148975e-09,3.489569179911464e-09,4.748148022907513e-09,3.5439921367933375e-09,4.840677784538137e-09,3.584561036884435e-09,4.8581861496661435e-09,3.6934069506481128e-09,5.0432456729273e-09,3.679552893857406e-09,4.968224276424774e-09
2025-04-18 04:00:00,57.299999999999976,-4.700000000000012,0,0001,1.0,3.6819782500695225e-09,4.879737799020129e-09,3.681978250069562e-09,4.8797377990201835e-09,3.68197825006954e-09,4.879737799020148e-09,3.792164082749758e-09,5.03307269935262e-09,3.7769701070425116e-09,4.989775925778778e-09,3.902349915429956e-09,5.186407599685056e-09,3.871961964015482e-09,5.0998140525374084e-09
2025-04-18 05:00:00,58.39999999999999,-5.10000000000001,0,0001,1.0,4.400804054505154e-09,7.043943715349476e-09,4.536027555882904e-09,7.2903370909593404e-09,4.400804054505177e-09,7.043943715349515e-09,4.671251057260672e-09,7.53673046656924e-09,4.539326747821106e-09,7.291072731674424e-09,4.806474558638441e-09,7.783123842179138e-09,4.6778494411370374e-09,7.538201747999333e-09
2025-04-18 05:00:00,58.39999999999999,-5.000000000000011,0,0001,1.0,4.271451377787133e-09,6.766982511378455e-09,4.442573926788345e-09,7.082989250672917e-09,4.271451377787134e-09,6.766982511378455e-09,4.613696475789581e-09,7.3989959899674235e-09,4.271451377787156e-09,6.766982511378493e-09,4.784819024790816e-09,7.71500272926193e-09,4.3994115179561454e-09,7.007018261913855e-09
2025-04-18 05:00:00,58.29999999999999,-5.20000000000001,0,0001,1.0,4.34054943376785e-09,6.945444321523003e-09,4.3405494337678495e-09,6.945444321523003e-09,4.4527078002741075e-09,7.141143428905188e-09,4.439873887522127e-09,7.12222433344825e-09,4.564866166780382e-09,7.336842536287407e-09,4.539198341276419e-09,7.299004345373531e-09,4.677024533286658e-09,7.532541643669622e-09
2025-04-18 05:00:00,58.29999999999999,-5.10000000000001,0,0001,1.0,4.226774980945841e-09,6.694887859370875e-09,4.226774980945841e-09,6.694887859370876e-09,4.22677498094586e-09,6.694887859370907e-09,4.36199848232359e-09,6.9412812349807396e-09,4.338933347452134e-09,6.890586966753124e-09,4.497221983701366e-09,7.187674610590653e-09,4.451091713958409e-09,7.086286074135341e-09
2025-04-18 05:00:00,58.29999999999999,-5.000000000000011,0,0001,1.0,4.113000528123868e-09,6.444331397218811e-09,4.113000528123867e-09,6.4443313972188114e-09,4.113000528123868e-09,6.44433139721881e-09,4.284123077125079e-09,6.760338136513273e-09,4.113000528123886e-09,6.444331397218841e-09,4.455245626126328e-09,7.0763448758077984e-09,4.239730875983218e-09,6.664709359625426e-09
2025-04-18 05:00:00,57.39999999999998,-4.600000000000012,0,0001,1.0,3.999737499538063e-09,5.1294358760499705e-09,3.999737499538063e-09,5.1294358760499705e-09,3.999737499538063e-09,5.1294358760499705e-09,3.999737499538088e-09,5.129435876050007e-09,3.999737499538074e-09,5.129435876049984e-09,3.848556200577045e-09,5.07993562030386e-09,3.8588904687404284e-09,5.009672833973918e-09
2025-04-18 05:00:00,57.299999999999976,-4.600000000000012,0,0001,1.0,3.747362505949441e-09,4.9009326226940446e-09,3.747362505949466e-09,4.900932622694081e-09,3.747362505949442e-09,4.900932622694045e-09,3.819255740370724e-09,5.005115544243141e-09,3.747362505949455e-09,4.900932622694062e-09,3.891148974791981e-09,5.1092984657922e-09,3.583789889849345e-09,4.764381976903446e-09
2025-04-18 06:00:00,58.39999999999999,-4.900000000000011,0,0001,1.0,4.113619000989393e-09,6.4643522201812786e-09,4.314775356450946e-09,6.8398486458009575e-09,4.113619000989393e-09,6.464352220181279e-09,4.5159317119125285e-09,7.2153450714206886e-09,4.110788501265903e-09,6.470854602147482e-09,4.717088067374111e-09,7.59084149704042e-09,4.107958001542435e-09,6.477356984113727e-09
2025-04-18 06:00:00,58.39999999999999,-4.800000000000011,0,0001,1.0,3.969286455074446e-09,6.165801869073577e-09,4.206833673081583e-09,6.611099251374545e-09,3.9664559553509564e-09,6.17230425103978e-09,4.444380891088754e-09,7.056396633675575e-09,3.9636254556274665e-09,6.178806633005985e-09,4.681928109095923e-09,7.501694015976608e-09,3.960794955903976e-09,6.185309014972189e-09
2025-04-18 06:00:00,58.39999999999999,-4.700000000000012,0,0001,1.0,3.81929290971252e-09,5.8802562818982816e-09,4.108731719437681e-09,6.408035713167893e-09,3.81929290971252e-09,5.880256281898283e-09,4.398170529162883e-09,6.935815144437581e-09,3.816462409989029e-09,5.886758663864487e-09,4.687609338888085e-09,7.463594575707267e-09,3.8136319102655384e-09,5.893261045830692e-09
2025-04-18 06:00:00,58.29999999999999,-4.800000000000011,0,0001,1.0,3.8441206051675924e-09,5.899047250679252e-09,3.8441206051675924e-09,5.899047250679252e-09,3.865297561189699e-09,5.936684137342055e-09,4.0816678231747285e-09,6.34434463298022e-09,3.886474517211809e-09,5.974321024004867e-09,4.319215041181921e-09,6.789642015281278e-09,3.907651473233919e-09,6.011957910667678e-09
2025-04-18 06:00:00,58.29999999999999,-4.700000000000012,0,0001,1.0,3.756888730666047e-09,5.700905914007854e-09,3.756888730666047e-09,5.700905914007855e-09,3.756888730666051e-09,5.700905914007863e-09,4.046327540391208e-09,6.2286853452774676e-09,3.778065686688161e-09,5.738542800670673e-09,4.33576635011643e-09,6.756464776547175e-09,3.799242642710271e-09,5.7761796873334835e-09
2025-04-18 06:00:00,57.39999999999998,-4.500000000000012,0,0001,1.0,3.9852574712505495e-09,5.07982722552914e-09,3.98525747125055e-09,5.07982722552914e-09,3.985257471250549e-09,5.0798272255291406e-09,3.985257471250564e-09,5.079827225529164e-09,3.826396560713159e-09,4.931839658883685e-09,3.816967172887115e-09,5.005395986579198e-09,3.6675356501757488e-09,4.783852092238213e-09
2025-04-18 06:00:00,57.299999999999976,-4.500000000000012,0,0001,1.0,3.739837682592438e-09,4.858096036563954e-09,3.739837682592453e-09,4.8580960365639775e-09,3.739837682592438e-09,4.858096036563955e-09,3.782296600918121e-09,4.923566887526854e-09,3.533246903386535e-09,4.66148372679767e-09,3.824755519243788e-09,4.989037738489731e-09,3.3266561241806037e-09,4.46487141703136e-09
2025-04-18 07:00:00,58.39999999999999,-4.700000000000012,0,0001,1.0,3.776317578085849e-09,5.838600195910265e-09,4.056886362147971e-09,6.351025372275334e-09,3.7763175780858495e-09,5.83860019591027e-09,4.3374551462101344e-09,6.863450548640476e-09,3.781219131785811e-09,5.858698225632226e-09,4.618023930272297e-09,7.375875725005616e-09,3.7861206854857715e-09,5.8787962553541826e-09
2025-04-18 07:00:00,58.29999999999999,-4.800000000000011,0,0001,1.0,3.8027895878552624e-09,5.854876028443822e-09,3.802789587855262e-09,5.8548760284438225e-09,3.830571518546419e-09,5.9054709467450635e-09,4.0349633796214e-09,6.290237326382101e-09,3.858353449237581e-09,5.956065865046315e-09,4.2671371713875895e-09,6.725598624320466e-09,3.886135379928743e-09,6.006660783347567e-09
2025-04-18 07:00:00,58.29999999999999,-4.700000000000012,0,0001,1.0,3.7129563289680334e-09,5.65979210720436e-09,3.712956328968034e-09,5.65979210720436e-09,3.7129563289680388e-09,5.659792107204369e-09,3.993525113030156e-09,6.172217283569428e-09,3.7407382596592e-09,5.71038702550562e-09,4.274093897092334e-09,6.684642459934586e-09,3.768520190350362e-09,5.760981943806871e-09
2025-04-18 07:00:00,57.39999999999998,-4.400000000000013,0,0001,1.0,3.895906967402977e-09,4.968207808116553e-09,3.8959069674029775e-09,4.9682078081165545e-09,3.780818891759378e-09,4.8598843190490295e-09,3.895906967402985e-09,4.968207808116566e-09,3.6657308161157557e-09,4.751560829981484e-09,3.72723124586467e-09,4.884377161988078e-09,3.5506427404721335e-09,4.643237340913938e-09
2025-04-20 04:00:00,52.299999999999905,-7.9,0,0001,1.0,1.2455389571582647e-08,1.4737443043700402e-08,1.2455389571582647e-08,1.4737443043700402e-08,1.2455389571582638e-08,1.4737443043700394e-08,1.2580709363163571e-08,1.5053683725489548e-08,1.2271475095341718e-08,1.4488312549688156e-08,1.2706029154745244e-08,1.536992440727997e-08,1.2087560619100796e-08,1.423918205567592e-08
2025-04-20 06:00:00,57.49999999999998,-3.0000000000000133,0,0001,1.0,7.532836354684397e-09,1.1314696235497971e-08,7.532836354684397e-09,1.131469623549797e-08,7.532836354684395e-09,1.1314696235497971e-08,7.520108924463551e-09,1.1272383165783287e-08,7.532836354684402e-09,1.131469623549798e-08,7.507381494242778e-09,1.1230070096068718e-08,7.48873426811839e-09,1.1248189546453151e-08
2025-04-20 06:00:00,57.49999999999998,-2.9000000000000132,0,0001,1.0,7.779335176039028e-09,1.174853472840609e-08,7.779335176039028e-09,1.174853472840609e-08,7.779335176039028e-09,1.174853472840609e-08,7.76134315150214e-09,1.1701850474721067e-08,7.708395699523776e-09,1.1634363236700879e-08,7.743351126965317e-09,1.165516622103615e-08,7.637456223008516e-09,1.1520191744995656e-08
2025-04-20 12:00:00,50.59999999999988,-4.700000000000012,0,0001,1.0,8.341205726125836e-09,1.1021016987911566e-08,8.341205726125836e-09,1.1021016987911568e-08,8.341205726125907e-09,1.1021016987911654e-08,8.341205726126119e-09,1.1021016987911962e-08,8.742073287493309e-09,1.1516805509259924e-08,8.22394202737536e-09,1.0996266675002098e-08,9.142940848860707e-09,1.2012594030608193e-08
2025-04-20 12:00:00,50.49999999999988,-4.900000000000011,0,0001,1.0,8.440613874505405e-09,1.1481856132533939e-08,8.44061387450581e-09,1.1481856132534532e-08,8.440613874505405e-09,1.1481856132533942e-08,8.69942728964961e-09,1.1860243676054946e-08,8.718424204801001e-09,1.1780657671600613e-08,8.958240704793408e-09,1.2238631219575358e-08,8.996234535096678e-09,1.207945921066739e-08
