time,latitude,longitude,number,expver,Star_Event,PM25_Step0,PM10_Step0,PM25_Step1,PM10_Step1,PM25_Step2,PM10_Step2,PM25_Step3,PM10_Step3
2025-01-04 01:00:00,51.49999999999989,-3.2000000000000135,0,0001,1.0,2.3025787249106248e-08,2.4766420210946594e-08,2.233397853867282e-08,2.4068453438605538e-08,2.0521857367384716e-08,2.227737026331546e-08,1.870973619609543e-08,2.0486287088024297e-08
2025-01-04 01:00:00,50.59999999999988,1.799999999999989,0,0001,1.0,8.135634018321457e-09,9.235274212038715e-09,8.135634018321455e-09,9.235274212038715e-09,8.135634018321314e-09,9.235274212038553e-09,8.08410443448047e-09,9.211384747557638e-09
2025-01-04 01:00:00,50.49999999999988,1.6999999999999889,0,0001,1.0,8.184297415707663e-09,9.317127634227504e-09,8.18429741570742e-09,9.31712763422724e-09,7.93725133593346e-09,9.069774066043561e-09,7.690205256159501e-09,8.82242049785988e-09
2025-01-04 01:00:00,50.49999999999988,1.799999999999989,0,0001,1.0,8.471610274396936e-09,9.566524109920489e-09,8.471610274396793e-09,9.566524109920325e-09,8.378576731721562e-09,9.46237366702065e-09,8.184135391956154e-09,9.27242872761378e-09
2025-01-04 02:00:00,51.49999999999989,-3.4000000000000137,0,0001,1.0,1.5153938816753278e-08,1.682023949752254e-08,1.5153938816753278e-08,1.682023949752254e-08,1.4654838326650763e-08,1.633674307869584e-08,1.422317193651849e-08,1.5907684891569004e-08
2025-01-04 02:00:00,51.49999999999989,-3.3000000000000136,0,0001,1.0,1.851364561192981e-08,2.0199575567756314e-08,1.8513645611929806e-08,2.0199575567756317e-08,1.7082858468075088e-08,1.8782546865047198e-08,1.565207132421962e-08,1.736551816233739e-08
2025-01-04 02:00:00,51.49999999999989,-3.2000000000000135,0,0001,1.0,2.1873352407106345e-08,2.357891163799009e-08,2.122288744165137e-08,2.2922265530131647e-08,1.951087860949942e-08,2.1228350651398554e-08,1.7798869777346343e-08,1.9534435772664422e-08
2025-01-04 04:00:00,50.899999999999885,0.19999999999998833,0,0001,1.0,7.746516502330955e-09,8.986724327656954e-09,7.746516502331792e-09,8.986724327657875e-09,8.308213654085568e-09,9.60585322395693e-09,8.823741859858368e-09,1.0191598417046891e-08
2025-01-04 04:00:00,50.899999999999885,0.29999999999998833,0,0001,1.0,7.656957253425218e-09,8.898601374278168e-09,7.656957253426029e-09,8.898601374279062e-09,8.180795099211882e-09,9.479854456981593e-09,8.704632944997727e-09,1.0061107539684117e-08
2025-01-04 05:00:00,50.899999999999885,0.29999999999998833,0,0001,1.0,7.44704066005832e-09,8.72219802864377e-09,7.447040660059131e-09,8.722198028644666e-09,7.9642004374458e-09,9.296944044471141e-09,8.481360214832462e-09,9.871690060297606e-09
2025-01-04 05:00:00,50.899999999999885,0.39999999999998836,0,0001,1.0,7.376686909455386e-09,8.65474190462395e-09,7.3495050930520665e-09,8.628325448796555e-09,7.848217053090933e-09,9.183608852545498e-09,8.346929013129802e-09,9.738892256294439e-09
2025-01-04 07:00:00,50.899999999999885,0.19999999999998833,0,0001,1.0,7.059150227321851e-09,8.395513802676864e-09,7.059150227322694e-09,8.395513802677797e-09,7.62412415723084e-09,9.01913126127647e-09,8.119122526492318e-09,9.586176999187721e-09
